Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 11.4, 1,    6576.78,   -0.1,   0.99924, 2,    6576.78, -120.1,   0.99924, 3,    6576.78,  119.9,   0.99924
"2", 11.4, 1,    6567.48,   -0.3,   0.99783, 2,    6567.48, -120.3,   0.99783, 3,    6567.48,  119.7,   0.99783
"3", 11.4, 1,    6587.56,    0.2,    1.0009, 2,    6587.56, -119.8,    1.0009, 3,    6587.56,  120.2,    1.0009
